,dip_ct,dip_pkt_size_ct
150.75.177.102,1,40
203.77.31.98,1,40
150.75.204.83,1,40
150.75.151.216,1,44
163.33.95.215,3,237
150.75.177.149,1,40
163.33.200.67,1,40
163.33.186.118,1,40
150.75.217.196,1,40
133.149.159.120,1,40
133.149.5.0,1,40
133.149.75.139,1,40
202.198.49.1,1,40
150.75.178.62,1,40
150.75.22.122,1,40
150.75.167.129,1,40
133.149.140.159,1,40
133.149.104.97,1,40
203.77.118.176,19,11413
150.75.224.221,1,40
163.33.70.119,1,56
202.198.33.103,1,44
203.77.49.231,1,40
150.75.30.168,1,40
202.198.28.100,1,40
163.33.166.32,1,52
150.75.58.26,1,40
150.75.16.167,1,40
133.149.140.178,1,40
163.33.96.214,1,44
150.75.178.226,1,60
133.149.107.123,1,40
163.33.149.156,1,40
163.33.21.66,1,44
150.75.139.223,1,40
150.75.197.233,1,40
163.33.140.107,7,553
203.77.48.170,1,40
150.75.45.187,1,40
150.75.22.184,1,40
133.11.107.229,1,40
150.75.117.219,1,40
202.204.59.117,1,40
163.33.148.71,1,121
202.198.19.214,1,121
133.11.97.151,1,40
163.33.149.142,2,113
133.149.248.148,1,40
150.75.66.223,1,40
150.75.140.33,1,40
133.149.69.216,1,40
133.149.38.46,1,40
202.198.7.213,1,40
150.75.236.144,1,40
133.149.13.202,1,40
133.149.221.76,1,40
133.149.75.198,1,40
203.77.41.19,1,40
150.75.234.221,1,40
202.204.60.2,3,493
203.77.61.61,1,40
150.75.24.46,1,40
133.149.74.28,1,40
202.198.1.107,1,40
163.33.92.117,1,103
133.11.107.32,1,40
133.149.193.136,1,40
133.11.78.70,1,40
150.75.198.163,1,48
203.77.85.38,1,40
163.33.93.230,1,115
150.75.113.31,1,40
203.77.80.3,1,48
133.149.254.120,2,304
133.149.154.17,1,40
163.33.92.3,8,6016
150.75.57.95,1,40
150.75.81.38,1,84
202.198.23.214,1,40
133.11.78.20,1,40
163.33.60.241,1,40
133.149.191.185,1,40
150.75.65.23,1,44
203.77.79.244,1,40
133.149.40.109,1,40
203.77.122.184,1,40
163.33.42.64,1,44
163.33.234.24,1,40
133.11.120.224,1,40
163.33.134.9,1,40
133.11.93.73,1,40
133.149.191.126,1,44
163.33.219.201,1,40
203.77.45.147,1,40
150.75.203.41,1,40
150.75.167.11,1,40
133.149.37.113,1,44
203.77.123.58,1,40
163.33.210.103,1,40
133.149.41.188,1,40
163.33.63.128,1,102
202.198.15.134,1,44
163.33.116.66,1,40
133.149.213.183,1,40
163.33.119.236,1,40
203.77.93.96,1,40
133.149.221.120,1,40
163.33.115.143,1,40
163.33.114.40,1,44
150.75.17.7,1,40
163.33.78.120,1,40
150.75.179.214,1,40
150.75.53.117,1,40
203.77.84.194,1,40
163.33.203.136,1,40
163.33.27.215,1,40
150.75.134.206,1,48
133.149.138.222,1,40
133.149.197.198,1,40
163.33.252.121,1,40
150.75.91.72,1,40
133.149.73.2,1,44
163.33.117.98,1,40
202.198.57.117,1,40
133.11.69.247,1,40
163.33.40.146,1,40
163.33.49.229,1,40
133.149.160.236,1,40
133.149.162.71,1,40
133.149.91.33,1,44
133.149.60.169,1,40
133.11.111.24,1,40
202.198.6.40,1,40
133.149.11.115,1,40
163.33.202.205,1,40
203.77.101.179,1,40
133.149.25.167,1,40
163.33.53.213,1,40
133.149.51.81,1,40
150.75.90.131,1,40
163.33.231.106,1,40
163.33.146.222,1,44
150.75.76.231,1,40
203.77.37.83,1,40
133.149.26.56,1,40
133.149.213.26,1,40
163.33.147.170,1,40
133.149.51.100,1,44
150.75.47.249,1,40
133.11.90.101,1,40
133.11.71.189,1,40
163.33.82.151,1,40
150.75.97.121,1,44
163.33.159.218,1,40
150.75.71.33,1,40
203.77.122.242,1,40
133.11.64.46,1,44
150.75.187.175,1,40
202.198.55.24,1,40
150.75.35.252,1,44
150.75.17.76,1,40
150.75.178.202,1,44
202.198.41.108,1,40
150.75.149.56,1,44
163.33.235.254,1,40
150.75.113.69,1,40
163.33.251.235,1,40
133.11.65.102,1,48
150.75.38.77,1,40
150.75.25.143,1,40
203.77.107.153,1,40
133.11.99.183,1,40
163.33.188.81,1,40
203.77.39.232,1,48
133.149.183.190,1,40
133.149.156.134,1,40
203.77.99.75,1,40
163.33.109.142,1,40
163.33.52.220,1,44
133.149.240.197,1,40
133.149.217.204,1,40
163.33.17.22,1,40
133.11.97.16,1,40
150.75.53.121,1,40
202.198.57.211,1,44
203.77.76.44,1,40
133.11.99.55,1,40
133.149.126.191,1,40
150.75.0.206,1,40
150.75.185.220,1,40
163.33.176.122,1,40
133.149.33.194,1,40
150.75.223.221,1,40
133.149.65.215,1,40
133.149.76.0,1,40
133.149.114.255,1,40
150.75.3.236,1,40
133.149.97.173,1,40
202.198.5.226,1,40
133.149.249.136,1,40
150.75.5.74,1,40
133.11.71.195,1,40
150.75.0.101,1,40
150.75.189.96,1,40
150.75.213.114,1,44
133.11.75.159,1,40
163.33.167.12,1,40
163.33.157.154,1,40
203.77.71.61,1,44
150.75.201.241,1,40
203.77.74.136,1,40
163.33.251.213,1,40
133.149.217.70,1,44
150.75.61.70,1,44
163.33.37.237,1,40
133.149.18.230,1,40
150.75.190.162,1,40
133.149.47.182,1,40
163.33.19.174,1,40
163.33.167.178,1,40
163.33.86.145,1,40
163.33.24.40,1,40
202.198.7.207,1,40
202.198.18.226,1,40
150.75.18.208,1,40
202.198.56.47,1,40
150.75.11.8,1,40
150.75.242.225,1,40
150.75.106.17,1,40
202.25.107.249,1,52
202.204.62.186,1,112
203.77.126.152,2,188
202.198.6.148,1,40
150.75.249.221,1,40
133.149.179.136,1,40
150.75.135.244,2,80
203.77.15.0,1,40
133.149.169.196,1,40
202.198.13.170,1,44
202.204.62.155,1,40
163.33.229.7,1,40
203.77.122.165,1,66
150.75.109.141,1,40
163.33.20.176,1,40
163.33.132.254,1,40
150.75.249.125,1,40
202.198.55.174,1,40
202.204.63.243,1,52
163.33.198.203,1,69
203.77.85.156,1,40
150.75.80.31,1,40
150.75.64.249,1,52
203.77.111.72,1,40
163.33.55.146,1,40
203.77.63.128,1,40
150.75.93.18,1,40
150.75.106.64,1,40
133.149.108.100,1,40
202.198.28.86,1,48
150.75.195.78,1,40
203.77.124.110,1,40
133.149.145.34,1,44
150.75.81.5,1,40
150.75.125.60,1,48
133.149.59.150,1,40
150.75.143.212,1,40
150.75.155.81,1,40
150.75.64.246,1,40
133.149.158.207,1,44
203.77.40.138,1,40
203.77.126.16,1,40
133.149.165.227,1,44
163.33.17.200,1,40
203.77.40.98,1,40
133.149.148.11,1,40
163.33.98.252,1,44
150.75.254.5,1,40
150.75.205.63,1,40
163.33.39.84,1,40
163.33.225.21,1,40
163.33.81.223,1,40
203.77.52.134,1,40
133.149.193.73,1,40
133.149.230.97,1,40
150.75.228.245,1,40
133.149.224.2,1,40
150.75.249.241,1,40
150.75.85.169,1,48
203.77.39.185,1,40
133.149.75.251,1,40
150.75.35.32,1,40
150.75.10.27,2,100
133.149.16.102,1,40
163.33.214.9,1,40
133.149.167.248,1,40
163.33.156.232,1,40
202.198.51.121,1,40
133.149.180.221,1,40
133.149.158.228,1,40
202.198.20.125,2,115
133.149.152.185,1,40
133.149.70.157,1,44
133.149.75.177,1,40
203.77.36.128,1,40
163.33.233.106,3,309
150.75.172.214,1,40
150.75.223.66,1,40
133.149.172.23,1,44
203.77.27.199,1,40
133.149.88.32,1,40
163.33.79.129,1,40
133.149.94.173,1,40
150.75.29.94,1,40
203.77.39.196,1,40
203.77.81.239,1,40
133.11.120.2,1,40
150.75.194.229,1,40
150.75.167.175,1,40
202.204.59.196,1,40
150.75.107.187,1,40
133.149.84.93,1,40
203.77.41.58,1,40
150.75.240.50,1,40
163.33.148.29,1,40
150.75.161.120,1,40
163.33.135.46,1,40
202.198.7.129,1,40
163.33.100.29,1,44
203.77.39.184,1,40
150.75.36.220,1,44
203.77.79.210,1,727
150.75.193.78,1,40
133.149.243.145,1,40
163.33.103.128,1,40
150.75.254.180,1,40
133.149.153.48,1,40
202.198.57.203,1,40
203.77.51.143,1,40
150.75.78.198,1,40
163.33.149.213,1,121
150.75.85.44,1,40
202.198.8.239,1,40
150.75.66.41,1,40
203.77.44.147,1,40
150.75.20.59,1,40
133.149.255.51,1,40
163.33.145.84,1,40
203.77.57.151,1,40
150.75.101.4,1,40
133.149.252.193,1,40
133.149.47.155,1,48
150.75.176.190,1,40
203.77.115.27,1,48
202.198.22.21,1,40
133.149.175.186,1,40
202.198.43.195,1,40
133.149.126.25,1,40
133.149.189.42,1,40
163.33.142.10,1,40
133.149.161.197,1,40
163.33.56.14,1,40
133.149.128.208,1,40
133.149.252.233,1,40
203.77.100.77,1,40
150.75.101.70,1,40
202.198.59.82,1,40
163.33.105.94,1,40
202.25.109.60,1,44
133.11.85.20,1,40
133.149.21.78,1,44
133.149.227.122,1,40
203.77.118.131,1,106
202.198.59.40,1,40
133.149.171.31,1,40
150.75.239.199,1,40
163.33.143.41,1,44
150.75.154.9,1,52
150.75.116.42,1,40
203.77.25.187,1,40
133.149.229.14,1,40
163.33.117.65,1,40
163.33.214.208,1,40
133.149.195.217,1,40
150.75.211.70,1,44
203.77.82.22,1,40
150.75.148.17,1,40
133.149.153.33,1,40
150.75.105.97,1,40
150.75.228.199,1,40
133.149.135.167,1,40
133.149.188.116,1,40
133.149.48.143,1,40
163.33.54.249,1,40
150.75.138.105,1,40
203.77.51.98,1,40
150.75.231.139,1,40
163.33.234.41,1,40
163.33.191.38,1,40
163.33.15.217,1,44
203.77.78.248,1,40
150.75.137.51,1,40
150.75.152.76,1,40
150.75.19.80,1,40
150.75.181.109,1,40
163.33.107.22,1,40
133.149.110.2,1,40
163.33.45.120,1,40
163.33.130.99,1,44
203.77.6.24,1,40
133.149.81.198,1,40
150.75.208.115,1,40
150.75.159.92,1,40
133.149.60.165,1,40
133.149.249.194,1,40
202.198.58.71,1,40
150.75.190.133,1,40
150.75.88.153,1,40
203.77.6.11,1,40
150.75.216.137,1,40
133.149.216.0,1,40
163.33.111.151,1,52
163.33.16.55,1,40
133.149.33.5,1,40
150.75.9.70,1,40
133.149.124.114,1,40
133.149.28.241,1,40
133.11.120.153,1,40
150.75.125.194,1,40
133.149.128.10,1,40
133.149.36.57,1,44
133.149.232.184,1,40
203.77.117.233,1,40
163.33.36.185,1,40
133.149.242.123,1,40
150.75.183.34,1,44
203.77.19.128,1,40
150.75.232.190,1,40
133.149.75.85,1,40
202.204.59.11,1,40
163.33.38.214,1,40
133.149.228.76,1,40
133.149.125.59,1,40
133.11.125.194,1,40
203.77.87.189,1,40
163.33.187.54,1,44
133.149.222.132,1,40
202.198.33.199,1,40
150.75.232.165,1,40
203.77.124.2,1,52
150.75.200.236,1,40
163.33.54.22,1,40
163.33.196.212,1,40
133.149.9.239,1,40
133.149.144.46,1,40
133.11.115.35,1,52
133.149.220.162,1,40
133.149.195.85,1,40
163.33.8.7,1,44
202.198.26.58,1,44
150.75.117.14,1,40
163.33.93.14,1,40
133.149.174.113,1,40
133.11.125.151,1,40
203.77.124.154,1,40
163.33.140.202,1,115
133.11.101.128,1,40
203.77.61.65,1,40
133.149.35.235,1,40
133.149.215.126,1,40
150.75.141.131,1,40
163.33.184.132,1,44
133.11.116.139,1,40
203.77.23.11,1,40
133.149.149.44,1,40
203.77.84.79,1,40
203.77.57.51,1,28
202.198.12.204,1,40
150.75.73.180,1,40
150.75.179.183,1,40
150.75.228.158,1,52
202.198.16.67,1,40
133.149.22.4,1,40
133.149.54.128,1,40
133.11.123.20,1,40
203.77.115.187,1,40
133.149.13.122,1,40
133.149.77.3,1,40
133.149.77.182,1,40
163.33.140.48,1,44
150.75.150.199,1,40
133.149.16.193,1,40
163.33.44.160,1,76
133.149.63.17,1,40
150.75.165.21,1,40
133.149.8.40,1,68
133.149.153.62,1,40
150.75.138.56,4,160
163.33.251.73,1,40
133.11.86.124,1,44
150.75.216.236,1,40
133.149.83.85,1,40
163.33.68.232,1,40
202.204.59.212,1,40
133.149.123.121,1,40
150.75.28.225,1,40
150.75.143.12,1,40
150.75.36.248,1,40
133.149.210.255,1,40
133.11.125.225,1,40
133.149.0.114,1,40
150.75.56.241,1,40
163.33.156.174,1,40
150.75.210.236,1,44
133.149.225.53,1,44
133.149.155.221,1,40
150.75.20.71,1,44
133.149.169.207,1,58
133.149.66.227,1,40
150.75.98.253,1,40
163.33.169.148,1,48
133.149.65.32,1,40
150.75.126.89,1,40
133.149.173.173,1,40
202.198.45.102,1,40
133.149.142.159,1,40
163.33.240.84,1,40
163.33.138.97,1,40
163.33.0.10,1,48
133.149.61.126,1,40
133.149.160.232,1,40
133.149.239.72,1,40
163.33.124.143,1,40
202.198.21.167,1,40
133.149.111.185,1,40
133.149.165.33,1,40
150.75.41.3,2,80
150.75.134.178,1,40
133.149.58.200,1,40
150.75.173.231,1,44
133.149.16.60,1,40
150.75.253.66,1,40
133.149.5.230,1,40
202.198.59.166,1,40
150.75.205.61,1,40
150.75.157.61,1,40
133.11.77.163,1,40
150.75.149.35,1,40
133.149.224.166,1,40
133.149.167.32,1,40
203.77.20.183,1,40
133.149.139.48,1,40
133.149.36.66,1,40
163.33.18.120,1,44
133.149.101.249,1,40
133.149.195.38,1,40
163.33.186.222,1,40
133.149.44.88,1,40
150.75.14.111,1,44
133.11.117.17,1,40
133.149.100.110,1,121
150.75.157.35,1,40
163.33.104.93,1,40
150.75.159.136,1,52
203.77.108.98,1,40
163.33.0.191,1,40
163.33.41.110,1,40
163.33.222.254,1,40
163.33.92.55,1,115
150.75.172.238,1,44
163.33.20.22,1,44
150.75.27.92,1,44
133.149.154.153,1,40
203.77.6.157,1,44
133.149.65.58,1,40
150.75.71.77,1,40
150.75.58.55,1,40
203.77.3.2,1,48
150.75.138.102,1,40
133.149.116.8,1,40
203.77.109.152,1,40
163.33.192.77,1,40
150.75.207.50,1,40
150.75.138.251,1,40
203.77.107.169,2,112
203.77.28.13,1,44
133.149.200.245,1,40
133.149.53.169,1,40
133.149.88.187,1,44
163.33.189.176,1,60
133.11.90.123,1,40
133.149.86.240,1,40
202.198.4.240,1,40
133.149.198.87,1,40
203.77.49.61,1,40
150.75.77.171,1,40
150.75.129.139,1,40
150.75.30.20,1,52
150.75.10.200,1,44
163.33.163.199,1,40
150.75.56.176,1,40
150.75.240.194,1,60
203.77.76.138,1,40
150.75.91.209,1,40
150.75.175.161,1,40
150.75.60.62,1,40
163.33.95.22,2,361
202.198.51.61,1,40
150.75.221.107,1,52
163.33.168.125,1,40
163.33.41.209,1,44
202.204.62.193,1,40
133.149.29.152,1,40
163.33.117.216,1,40
133.11.124.39,1,40
133.11.70.176,1,60
163.33.6.70,1,40
163.33.43.22,1,40
150.75.131.107,1,40
133.149.191.246,1,40
133.149.134.54,1,40
203.77.118.61,1,44
133.149.232.180,1,40
203.77.61.143,1,40
133.11.91.45,1,44
202.198.17.9,1,40
163.33.96.12,1,40
163.33.206.130,1,40
203.77.44.68,1,40
203.77.124.121,1,60
163.33.112.135,1,40
133.149.95.127,1,121
133.149.213.91,1,40
133.149.44.239,1,40
163.33.127.91,1,392
133.149.29.65,1,44
163.33.108.208,1,44
133.11.96.73,1,37
163.33.97.53,1,40
133.11.100.132,1,40
203.77.11.58,1,40
203.77.75.247,1,40
133.149.192.2,1,40
203.77.46.189,1,52
150.75.214.22,1,121
150.75.174.234,1,44
203.77.61.173,1,40
163.33.248.189,1,40
163.33.192.78,1,40
150.75.207.8,1,40
203.77.35.0,1,40
163.33.123.224,1,40
202.204.62.225,1,52
133.149.3.69,1,40
150.75.46.214,1,40
163.33.218.16,1,40
163.33.95.36,2,416
133.149.44.216,1,40
133.11.108.6,1,40
150.75.176.182,1,40
133.149.62.149,1,40
202.198.26.50,1,40
150.75.111.231,1,40
163.33.122.246,1,40
133.149.186.145,1,40
150.75.243.37,1,40
203.77.34.227,1,40
133.149.148.235,1,44
150.75.243.205,1,40
133.11.85.249,1,40
133.149.184.176,1,40
163.33.27.31,1,40
163.33.184.100,1,40
163.33.29.19,1,40
203.77.17.167,1,40
203.77.97.179,1,40
150.75.234.61,1,40
133.149.234.112,1,40
133.149.251.143,1,40
133.11.117.107,1,40
202.198.33.2,1,40
133.149.216.40,1,40
133.149.190.161,1,52
150.75.37.47,1,40
163.33.113.237,1,40
133.149.144.192,1,40
133.149.121.100,1,44
163.33.243.142,1,60
202.198.59.221,1,40
202.198.5.73,1,40
133.11.95.59,1,40
163.33.19.122,1,40
150.75.216.121,1,40
133.149.109.164,1,40
150.75.94.166,1,40
133.11.119.120,1,40
203.77.106.100,1,44
163.33.104.156,1,40
203.77.97.233,1,40
163.33.161.157,1,44
133.11.99.129,1,40
133.149.61.152,1,40
163.33.50.187,1,40
150.75.84.200,1,48
203.77.115.156,1,40
133.149.176.204,1,52
133.149.201.8,1,40
133.149.236.150,2,80
133.149.242.219,1,40
202.198.39.219,1,40
133.11.114.2,1,40
163.33.3.216,1,48
150.75.108.102,1,40
150.75.226.20,1,40
203.77.35.130,2,88
163.33.220.51,1,44
203.77.23.158,1,40
133.149.24.123,1,40
133.11.84.215,1,48
133.149.152.21,1,40
163.33.186.255,1,40
203.77.126.124,1,40
163.33.15.242,1,40
203.77.12.164,1,40
203.77.107.33,1,44
133.149.227.143,1,44
150.75.72.95,1,40
203.77.11.91,1,40
150.75.190.72,1,52
163.33.93.11,1,40
163.33.167.103,1,40
202.198.39.175,1,40
150.75.16.21,1,40
163.33.137.138,1,40
163.33.203.185,1,40
150.75.186.147,1,40
150.75.107.213,1,40
150.75.215.83,1,44
203.77.35.33,1,40
203.77.105.255,1,52
150.75.80.251,1,40
203.77.84.71,1,40
150.75.216.223,1,40
202.198.22.59,1,40
150.75.108.84,1,40
150.75.129.215,1,40
202.198.33.143,1,40
150.75.238.152,1,40
133.149.28.49,1,40
150.75.179.216,1,44
163.33.139.144,1,64
150.75.60.230,1,40
203.77.84.105,1,40
203.77.119.220,1,40
133.149.23.57,1,60
202.198.39.82,2,80
203.77.47.111,1,40
150.75.176.197,1,40
163.33.40.14,1,40
150.75.63.29,1,40
133.11.84.139,1,48
133.11.120.249,1,48
150.75.206.2,1,40
150.75.160.212,1,40
150.75.86.192,1,40
203.77.17.168,1,52
150.75.195.100,1,40
202.198.24.63,1,40
133.149.38.32,1,30
133.149.222.231,1,40
133.149.152.114,1,40
150.75.128.206,1,40
163.33.224.172,1,40
150.75.189.248,1,48
163.33.76.227,1,40
202.198.55.87,1,40
133.149.10.41,1,40
133.149.36.1,1,40
133.149.81.53,1,40
163.33.190.195,1,48
133.149.90.195,1,40
203.77.83.246,1,44
150.75.129.124,1,40
163.33.198.63,1,40
150.75.33.25,1,40
163.33.185.229,1,40
150.75.165.36,1,40
150.75.226.38,1,40
163.33.53.166,1,40
163.33.254.22,351,492632
150.75.50.232,1,40
163.33.183.75,1,40
203.77.83.44,1,40
150.75.206.8,1,40
150.75.220.53,1,40
133.11.114.238,1,44
203.77.109.190,1,40
203.77.122.228,2,152
203.77.12.206,1,40
150.75.87.116,1,40
163.33.16.243,1,40
163.33.5.97,1,40
133.149.181.1,1,40
133.149.246.217,1,40
163.33.105.54,1,40
150.75.74.174,1,40
150.75.233.72,1,40
202.198.9.9,1,40
133.149.80.209,1,40
150.75.185.120,1,40
150.75.65.88,1,40
163.33.230.84,1,40
133.149.177.98,1,40
150.75.249.153,1,44
203.77.31.190,1,40
203.77.70.77,1,40
133.11.91.107,1,44
203.77.103.222,1,40
150.75.185.96,1,40
150.75.139.26,1,44
150.75.114.118,1,44
203.77.121.213,1,40
163.33.18.89,1,40
150.75.129.151,1,40
150.75.168.214,1,40
163.33.6.224,1,40
203.77.89.195,1,40
203.77.33.27,1,40
150.75.139.174,1,44
133.149.171.8,1,44
203.77.24.219,1,44
150.75.229.178,1,121
163.33.4.142,1,52
150.75.128.107,1,40
163.33.110.228,1,40
133.149.172.233,1,44
163.33.158.133,1,48
203.77.12.32,1,40
150.75.147.26,1,40
203.77.31.146,1,40
163.33.197.232,1,115
150.75.7.119,1,40
163.33.248.151,1,101
150.75.68.178,1,40
150.75.136.49,1,40
203.77.3.62,1,44
163.33.62.97,1,40
150.75.62.84,1,40
163.33.188.20,1,325
133.149.235.75,1,40
133.149.55.186,1,40
203.77.21.153,1,40
150.75.113.230,1,40
133.149.161.247,1,40
203.77.80.2,1,48
150.75.81.182,1,44
133.149.96.165,1,40
203.77.112.179,2,496
163.33.163.83,1,40
133.149.25.96,1,52
163.33.95.71,1,40
150.75.191.152,1,40
203.77.98.27,1,60
163.33.167.120,1,40
150.75.21.9,1,40
133.149.183.239,1,44
150.75.109.27,1,40
203.77.123.33,1,40
163.33.95.97,1,40
150.75.244.88,1,40
133.149.148.15,1,40
150.75.237.117,1,48
150.75.184.220,1,40
133.149.95.162,1,40
203.77.114.72,1,44
133.149.188.2,1,40
133.149.47.47,1,40
133.149.138.255,1,40
133.149.250.165,1,40
202.198.43.149,1,40
133.149.159.80,1,44
133.11.113.170,1,40
150.75.230.36,1,44
150.75.101.64,1,40
133.149.52.28,1,40
150.75.209.0,1,40
133.149.86.207,1,40
163.33.95.59,1,40
150.75.138.211,1,44
163.33.167.31,1,40
203.77.81.186,1,40
133.11.94.60,1,30
203.77.83.64,1,44
163.33.175.140,1,44
163.33.116.237,1,40
133.149.24.100,1,40
202.198.62.154,1,40
133.11.80.174,1,60
150.75.85.33,1,40
163.33.220.188,1,52
203.77.69.173,1,40
163.33.240.79,1,40
202.198.49.188,1,40
203.77.113.103,1,40
133.149.143.134,1,40
163.33.51.117,1,40
150.75.4.8,1,52
163.33.254.24,4,924
202.198.50.79,1,40
150.75.178.112,1,40
133.149.68.59,1,40
203.77.20.17,1,40
133.149.117.84,1,40
203.77.72.40,1,44
163.33.25.180,1,40
133.11.85.4,1,60
163.33.162.78,1,40
150.75.134.125,1,40
163.33.224.235,1,44
150.75.248.37,1,40
202.198.3.99,1,40
163.33.248.134,1,50
150.75.40.177,1,40
163.33.68.224,1,40
133.149.192.30,1,40
150.75.83.179,1,40
133.149.89.94,1,40
163.33.203.167,1,40
203.77.121.102,1,52
133.149.222.56,1,40
133.149.228.23,1,40
163.33.58.4,1,40
150.75.63.133,1,40
202.198.27.97,1,40
133.149.50.85,1,40
163.33.3.173,1,40
202.204.59.53,1,40
163.33.58.156,1,40
163.33.244.36,1,40
133.149.125.85,1,40
133.11.123.184,1,40
133.11.93.173,1,40
150.75.52.149,1,40
163.33.102.106,2,80
203.77.44.219,1,40
150.75.34.101,1,44
133.149.85.185,1,40
163.33.67.164,1,40
150.75.102.16,1,40
163.33.5.63,1,44
163.33.230.144,1,40
150.75.207.202,1,40
163.33.136.74,1,40
150.75.138.140,1,40
150.75.121.234,1,40
202.25.109.214,1,40
163.33.244.235,1,40
163.33.49.96,1,40
133.149.86.201,1,40
203.77.25.52,1,40
202.198.43.193,1,40
133.11.85.65,1,40
203.77.1.148,1,40
133.149.129.191,1,40
133.11.93.155,1,40
163.33.65.83,1,40
202.198.57.35,1,40
150.75.148.32,1,40
150.75.86.158,1,40
202.198.25.141,1,40
133.11.65.53,1,40
203.77.20.50,1,40
202.204.62.228,2,92
150.75.63.129,1,40
163.33.70.136,1,40
133.149.253.130,1,40
133.149.132.211,1,40
150.75.89.42,1,40
150.75.79.81,1,40
163.33.212.151,1,44
203.77.104.139,1,40
133.149.42.55,1,121
163.33.223.162,1,40
150.75.105.161,1,40
150.75.138.217,1,40
202.198.58.227,1,40
163.33.57.26,5,3700
133.149.155.248,1,44
133.11.115.127,1,48
133.11.67.243,1,40
150.75.252.246,1,40
133.11.64.54,1,576
150.75.177.10,1,40
133.149.8.155,1,40
133.11.114.161,1,40
150.75.24.120,1,40
133.149.194.102,1,44
163.33.203.22,1,40
133.11.85.186,1,60
150.75.70.209,1,40
133.149.120.244,1,44
202.198.0.122,1,40
133.149.120.81,1,44
203.77.56.2,1,44
163.33.173.96,1,40
133.149.233.172,1,40
150.75.26.28,4,1739
163.33.98.160,1,40
163.33.29.2,1,40
203.77.95.4,1,40
133.149.16.197,1,40
133.149.132.99,1,40
150.75.181.234,1,40
163.33.29.146,1,40
150.75.26.27,4,1738
133.149.142.34,1,44
133.149.174.35,1,40
150.75.26.25,4,1741
203.77.117.72,1,84
133.149.58.167,1,40
203.77.108.99,1,40
203.77.4.122,1,68
150.75.102.138,1,40
202.198.16.166,1,40
163.33.226.106,1,40
133.149.49.227,1,40
163.33.158.66,1,40
163.33.116.19,1,40
150.75.112.24,1,576
133.149.185.202,1,40
163.33.36.32,1,40
150.75.62.224,1,40
133.149.186.163,1,121
163.33.97.217,1,40
133.149.5.69,1,40
203.77.89.61,1,40
163.33.41.60,1,40
150.75.26.26,3,1303
133.149.107.90,1,40
163.33.174.215,1,40
150.75.78.47,1,40
163.33.14.111,1,40
150.75.58.115,1,40
150.75.241.22,1,40
203.77.39.64,1,40
163.33.92.194,3,1080
203.77.16.18,1,40
133.149.96.135,2,80
163.33.239.75,1,44
203.77.54.120,1,40
163.33.98.64,1,40
163.33.181.122,1,40
163.33.2.223,1,40
133.149.15.243,1,40
150.75.196.197,1,40
163.33.74.191,1,44
150.75.26.21,4,1738
133.11.107.0,1,40
150.75.61.233,1,40
133.149.240.65,1,40
150.75.26.22,3,1303
150.75.26.24,3,1304
133.149.217.165,1,40
163.33.219.140,1,52
133.149.74.55,1,40
133.149.143.2,1,40
150.75.254.107,1,40
133.149.84.53,1,44
202.198.0.204,1,40
133.149.120.171,1,44
150.75.26.23,4,1740
163.33.250.251,1,40
163.33.116.224,1,40
202.198.20.148,1,40
150.75.246.241,1,48
163.33.2.176,1,40
133.149.40.136,1,40
150.75.82.201,1,44
150.75.2.105,1,40
203.77.25.91,1,40
150.75.109.247,1,40
150.75.17.103,1,40
133.149.214.1,1,40
133.149.79.168,1,40
150.75.79.202,1,40
150.75.78.149,1,40
133.149.181.79,1,40
150.75.203.22,1,40
133.149.114.180,1,48
203.77.25.238,1,40
202.198.23.118,1,40
150.75.39.223,1,40
202.198.54.7,1,40
163.33.49.93,1,40
133.149.237.122,1,44
163.33.84.189,1,44
150.75.76.184,1,40
150.75.117.186,1,40
150.75.210.118,1,40
163.33.49.180,1,40
163.33.147.4,1,40
150.75.151.81,1,40
163.33.33.74,1,121
203.77.91.8,1,40
150.75.165.31,1,40
133.149.170.213,1,40
133.149.209.147,1,28
163.33.116.214,1,60
150.75.0.90,1,40
203.77.117.23,1,40
150.75.197.20,1,40
133.149.119.224,1,40
150.75.122.65,1,44
150.75.232.45,1,40
133.149.25.213,1,40
163.33.121.92,1,40
163.33.12.57,1,44
133.149.39.146,1,40
133.149.67.24,1,44
202.198.19.79,1,40
163.33.50.119,1,40
163.33.205.217,1,40
203.77.26.0,1,40
203.77.103.199,1,40
133.149.156.172,1,40
163.33.99.151,1,44
150.75.168.103,1,40
150.75.202.9,1,40
163.33.99.123,1,44
133.149.27.255,1,52
163.33.40.131,1,40
163.33.141.234,3,2814
150.75.198.36,1,44
202.198.7.74,1,40
163.33.201.243,1,40
150.75.123.240,1,40
203.77.25.63,1,40
202.198.22.27,1,40
150.75.245.68,1,40
133.149.41.225,1,40
133.149.205.59,1,40
203.77.124.23,2,188
150.75.250.188,1,40
163.33.227.83,1,40
150.75.223.60,1,122
133.149.203.44,1,40
203.77.24.224,1,40
150.75.45.252,1,40
163.33.171.161,1,40
203.77.54.143,1,40
202.198.37.166,1,40
133.149.41.149,1,40
133.149.236.46,1,48
133.149.80.151,1,40
133.149.39.234,1,58
202.204.62.93,1,40
202.198.44.36,1,44
133.149.170.132,1,40
202.198.55.95,1,40
163.33.227.27,1,40
203.77.9.173,1,40
163.33.40.143,1,40
203.77.24.130,1,40
150.75.46.52,1,40
